word	phones	count
confluencia	komfluensja	13
confluyen	komfluJen	8
conforma	komfoRma	24
conformaba	komfoRmaBa	4
conformaban	komfoRmaBan	4
conformada	komfoRmaDa	3
conformado	komfoRmaDo	20
conformados	komfoRmaDos	3
conformamos	komfoRmamos	9
conforman	komfoRman	22
conformando	komfoRmando	2
conformar	komfoRmaR	21
conformara	komfoRmaRa	2
conformará	komfoRmaRa	2
conformarán	komfoRmaRan	4
conformaras	komfoRmaRas	3
conformarás	komfoRmaRas	4
conformaré	komfoRmaRe	21
conformaremos	komfoRmaRemos	4
conformaría	komfoRmaRia	21
conformaríamos	komfoRmaRiamos	2
conformarías	komfoRmaRias	6
conformarme	komfoRmaRme	31
conformarnos	komfoRmaRnos	16
conformaron	komfoRmaRon	3
conformarse	komfoRmaRse	35
conformarte	komfoRmaRte	29
conformas	komfoRmas	19
conformaste	komfoRmaste	6
confórmate	komfoRmate	7
conforme	komfoRme	165
conformemos	komfoRmemos	2
conformen	komfoRmen	3
conformes	komfoRmes	17
conformidad	komfoRmiDad	34
conformista	komfoRmista	7
conformistas	komfoRmistas	3
conformo	komfoRmo	56
conformó	komfoRmo	9
conforta	komfoRta	14
confortable	komfoRtaBle	72
confortablemente	komfoRtaBlemente	11
confortables	komfoRtaBles	15
confortado	komfoRtaDo	5
confortan	komfoRtan	8
confortante	komfoRtante	9
confortar	komfoRtaR	6
confortará	komfoRtaRa	8
confortarás	komfoRtaRas	2
confortarla	komfoRtaRla	4
confraternizado	komfRateRnisaDo	2
confraternizando	komfRateRnisando	4
confraternizar	komfRateRnisaR	8
confrontación	komfRontasjon	74
confrontaciones	komfRontasjones	6
confrontada	komfRontaDa	5
confrontado	komfRontaDo	4
confróntalo	komfRontalo	6
confrontamientos	komfRontamjentos	3
confrontamos	komfRontamos	4
confrontan	komfRontan	2
confrontando	komfRontando	5
confrontar	komfRontaR	42
confrontaremos	komfRontaRemos	2
confrontarla	komfRontaRla	13
confrontarlo	komfRontaRlo	20
confrontarlos	komfRontaRlos	6
confrontarme	komfRontaRme	2
confrontaron	komfRontaRon	4
confrontarte	komfRontaRte	2
confrontas	komfRontas	7
confrontaste	komfRontaste	8
confronte	komfRonte	5
confronté	komfRonte	18
confrontó	komfRonto	14
confunda	komfunda	44
confundamos	komfundamos	3
confundan	komfundan	24
confundas	komfundas	77
confunde	komfunde	223
confunden	komfunden	71
confundes	komfundes	79
confundí	komfundi	103
confundía	komfundia	10
confundida	komfundiDa	477
confundidas	komfundiDas	11
confundido	komfundiDo	847
confundidos	komfundiDos	87
confundiendo	komfundjendo	104
confundiéndolos	komfundjendolos	2
confundiéndome	komfundjendome	5
confundiéndote	komfundjendote	3
confundiera	komfundjeRa	5
confundieran	komfundjeRan	4
confundieron	komfundjeRon	31
confundimos	komfundimos	17
confundió	komfundjo	127
confundir	komfundiR	108
confundirá	komfundiRa	11
confundiría	komfundiRia	9
confundirías	komfundiRias	2
confundirla	komfundiRla	5
confundirlas	komfundiRlas	2
confundirlo	komfundiRlo	16
confundirlos	komfundiRlos	10
confundirme	komfundiRme	36
confundirnos	komfundiRnos	16
confundirse	komfundiRse	28
confundirte	komfundiRte	30
confundís	komfundis	3
confundiste	komfundiste	34
confundo	komfundo	49
confusa	komfusa	117
confusas	komfusas	47
confusión	komfusjon	502
confusiones	komfusjones	20
confuso	komfuso	366
confusos	komfusos	49
conga	koNga	15
congela	koNxela	82
congelaba	koNxelaBa	8
congelación	koNxelasjon	51
congelaciones	koNxelasjones	2
congelada	koNxelaDa	188
congeladas	koNxelaDas	78
congelado	koNxelaDo	284
congelador	koNxelaDoR	264
congeladora	koNxelaDoRa	2
congeladores	koNxelaDoRes	8
congelados	koNxelaDos	142
congélala	koNxelala	7
congélalo	koNxelalo	10
congelamiento	koNxelamjento	27
congelamos	koNxelamos	13
congelan	koNxelan	24
congelando	koNxelando	117
congelándome	koNxelandome	15
congelándonos	koNxelandonos	4
congelándose	koNxelandose	8
congelándote	koNxelandote	6
congelar	koNxelaR	87
congelara	koNxelaRa	17
congelará	koNxelaRa	12
congelarán	koNxelaRan	8
congelarás	koNxelaRas	10
congelaré	koNxelaRe	6
congelaremos	koNxelaRemos	4
congelarla	koNxelaRla	5
congelarlo	koNxelaRlo	16
congelarme	koNxelaRme	15
congelarnos	koNxelaRnos	11
congelaron	koNxelaRon	39
congelarse	koNxelaRse	26
congelas	koNxelas	15
congelaste	koNxelaste	6
congélate	koNxelate	5
congele	koNxele	39
congelé	koNxele	20
congelen	koNxelen	15
congélenlo	koNxelenlo	2
congeles	koNxeles	13
congelo	koNxelo	26
congeló	koNxelo	81
congéneres	koNxeneRes	4
congeniábamos	koNxenjaBamos	2
congeniaban	koNxenjaBan	2
congeniado	koNxenjaDo	3
congeniales	koNxenjales	2
congeniamos	koNxenjamos	34
congenian	koNxenjan	14
congeniando	koNxenjando	8
congeniar	koNxenjaR	22
congeniaran	koNxenjaRan	3
congeniaron	koNxenjaRon	7
congeniaste	koNxenjaste	2
congenien	koNxenjen	2
congenio	koNxenjo	4
congénita	koNxenita	16
congénitas	koNxenitas	3
congénito	koNxenito	20
congénitos	koNxenitos	11
congestión	koNxestjon	29
congestionada	koNxestjonaDa	14
congestionado	koNxestjonaDo	18
congestionan	koNxestjonan	2
congestionaron	koNxestjonaRon	2
congestiva	koNxestiBa	11
conglomerado	koNglomeRaDo	35
conglomerados	koNglomeRaDos	12
congo	koNgo	59
congoja	koNgoxa	7
congojas	koNgoxas	8
congraciaré	koNgRasjaRe	2
congraciarme	koNgRasjaRme	3
congraciarse	koNgRasjaRse	7
congraciarte	koNgRasjaRte	7
congraciaste	koNgRasjaste	2
congratulaciones	koNgRatulasjones	3
congratulando	koNgRatulando	2
congrega	koNgReGa	3
congregación	koNgReGasjon	136
congregaciones	koNgReGasjones	3
congregado	koNgReGaDo	3
congregan	koNgReGan	5
congregándose	koNgReGandose	2
congregará	koNgReGaRa	2
congregaran	koNgReGaRan	3
congregaron	koNgReGaRon	4
congregarse	koNgReGaRse	3
congregue	koNgReGe	3
congréguense	koNgReGense	2
congresista	koNgResista	283
congresistas	koNgResistas	33
congreso	koNgReso	650
congresos	koNgResos	9
cónica	konika	3
coníferas	konifeRas	14
conjetura	koNxetuRa	59
conjeturando	koNxetuRando	2
conjeturar	koNxetuRaR	2
conjeturas	koNxetuRas	70
conjeturo	koNxetuRo	4
conjugación	koNxuGasjon	7
conjugando	koNxuGando	2
conjugar	koNxuGaR	4
conjunción	koNxunsjon	27
conjunta	koNxunta	57
conjuntamente	koNxuntamente	18
conjuntar	koNxuntaR	2
conjuntas	koNxuntas	10
conjuntitos	koNxuntitos	2
conjuntivitis	koNxuntiBitis	25
conjuntivo	koNxuntiBo	2
conjunto	koNxunto	440
conjuntos	koNxuntos	28
conjura	koNxuRa	3
conjurador	koNxuRaDoR	3
conjurar	koNxuRaR	10
conjuro	koNxuRo	50
conlleva	konjeBa	79
conllevan	konjeBan	4
conllevar	konjeBaR	2
conlleve	konjeBe	4
conllevó	konjeBo	3
conmemoración	konmemoRasjon	25
conmemoran	konmemoRan	6
conmemorando	konmemoRando	4
conmemorar	konmemoRaR	42
conmemorarlo	konmemoRaRlo	2
conmemorativa	konmemoRatiBa	17
conmemorativo	konmemoRatiBo	40
conmigo	konmiGo	22328
conmoción	konmosjon	242
conmociona	konmosjona	8
conmocionada	konmosjonaDa	45
conmocionadas	konmosjonaDas	3
conmocionado	konmosjonaDo	51
conmocionados	konmosjonaDos	24
conmocionan	konmosjonan	2
conmocionante	konmosjonante	2
conmocionantes	konmosjonantes	2
conmocionará	konmosjonaRa	2
conmocionas	konmosjonas	2
conmocionó	konmosjono	16
conmovedor	konmoBeDoR	200
conmovedora	konmoBeDoRa	89
conmovedoras	konmoBeDoRas	14
conmovedores	konmoBeDoRes	12
conmover	konmoBeR	11
conmoverá	konmoBeRa	4
conmovería	konmoBeRia	7
conmoverme	konmoBeRme	2
conmoví	konmoBi	2
conmovía	konmoBia	5
conmovida	konmoBiDa	47
conmovido	konmoBiDo	75
conmovidos	konmoBiDos	4
conmovieron	konmoBjeRon	7
conmovió	konmoBjo	68
conmoviste	konmoBiste	7
conmueva	konmweBa	11
conmuevan	konmweBan	3
conmueve	konmweBe	83
conmueven	konmweBen	13
conmueves	konmweBes	15
conmutador	konmutaDoR	24
connotación	konnotasjon	22
connotaciones	konnotasjones	16
cono	kono	65
conoce	konose	4311
conocedor	konoseDoR	30
conocedora	konoseDoRa	4
conocedores	konoseDoRes	8
conocéis	konoseis	49
conóceme	konoseme	5
conocemos	konosemos	1797
conocen	konosen	1764
conócenos	konosenos	2
conocer	konoseR	3477
conocerá	konoseRa	110
conocerán	konoseRan	81
conocerás	konoseRas	170
conoceré	konoseRe	119
conoceréis	konoseReis	5
conoceremos	konoseRemos	84
conocería	konoseRia	79
conoceríamos	konoseRiamos	15
conocerían	konoseRian	11
conocerías	konoseRias	22
conocerla	konoseRla	774
conocerlas	konoseRlas	72
conocerle	konoseRle	99
conocerles	konoseRles	23
conocerlo	konoseRlo	1191
conocerlos	konoseRlos	434
conocerme	konoseRme	235
conocernos	konoseRnos	332
conoceros	konoseRos	28
conocerse	konoseRse	92
conocerte	konoseRte	2461
conoces	konoses	6776
conócete	konosete	13
conocí	konosi	3072
conocía	konosia	1860
conocíamos	konosiamos	196
conocían	konosian	260
conocías	konosias	459
conocida	konosiDa	633
conocidas	konosiDas	133
conocido	konosiDo	2912
conocidos	konosiDos	374
conociendo	konosjendo	214
conociéndola	konosjendola	11
conociéndole	konosjendole	6
conociéndolo	konosjendolo	18
conociéndolos	konosjendolos	7
conociéndome	konosjendome	3
conociéndonos	konosjendonos	21
conociéndose	konosjendose	8
conociéndote	konosjendote	29
conociera	konosjeRa	386
conociéramos	konosjeRamos	66
conocieran	konosjeRan	76
conocieras	konosjeRas	152
conocieron	konosjeRon	444
conociese	konosjese	10
conociésemos	konosjesemos	2
conociesen	konosjesen	4
conocieses	konosjeses	4
conocimiento	konosimjento	1197
conocimientos	konosimjentos	384
conocimos	konosimos	1176
conoció	konosjo	864
conociste	konosiste	965
conocisteis	konosistejs	9
conos	konos	46
conozca	konoska	605
conózcala	konoskala	4
conozcámonos	konoskamonos	6
conozcamos	konoskamos	125
conozcan	konoskan	305
conózcanla	konoskanla	2
conózcanse	konoskanse	5
conozcas	konoskas	616
conozco	konosko	9638
conque	koNke	291
conquista	koNkista	160
conquistaban	koNkistaBan	2
conquistada	koNkistaDa	16
conquistado	koNkistaDo	61
conquistador	koNkistaDoR	66
conquistadora	koNkistaDoRa	3
conquistadores	koNkistaDoRes	18
conquistados	koNkistaDos	17
conquístalos	koNkistalos	3
conquistando	koNkistando	23
conquistar	koNkistaR	276
conquistara	koNkistaRa	4
conquistará	koNkistaRa	10
conquistarás	koNkistaRas	8
conquistaré	koNkistaRe	7
conquistaremos	koNkistaRemos	11
conquistaría	koNkistaRia	2
conquistarías	koNkistaRias	2
conquistarla	koNkistaRla	26
conquistarlas	koNkistaRlas	3
conquistarlo	koNkistaRlo	13
conquistarlos	koNkistaRlos	4
conquistarme	koNkistaRme	23
conquistarnos	koNkistaRnos	3
conquistaron	koNkistaRon	11
conquistarte	koNkistaRte	14
conquistas	koNkistas	81
conquistaste	koNkistaste	12
conquiste	koNkiste	9
conquisté	koNkiste	21
conquistes	koNkistes	5
conquisto	koNkisto	5
conquistó	koNkisto	44
consagración	konsaGRasjon	8
consagrada	konsaGRaDa	12
consagrado	konsaGRaDo	28
consagrados	konsaGRaDos	3
consagrar	konsaGRaR	5
consagrará	konsaGRaRa	2
consanguíneo	konsaNgineo	4
consciencia	konsjensja	130
consciencias	konsjensjas	7
consciente	konsjente	871
conscientemente	konsjentemente	40
conscientes	konsjentes	155
consecuencia	konsekwensja	289
consecuencias	konsekwensjas	840
consecuente	konsekwente	13
consecuentemente	konsekwentemente	14
consecuentes	konsekwentes	4
consecutiva	konsekutiBa	19
consecutivamente	konsekutiBamente	5
consecutivas	konsekutiBas	29
consecutivo	konsekutiBo	39
consecutivos	konsekutiBos	54
conseguí	konseGi	1707
conseguía	konseGia	108
conseguíamos	konseGiamos	12
conseguían	konseGian	16
conseguías	konseGias	10
conseguida	konseGiDa	8
conseguidas	konseGiDas	3
conseguido	konseGiDo	898
conseguidos	konseGiDos	3
conseguimos	konseGimos	717
conseguir	konseGiR	5280
conseguír	konseGiR	2
conseguirá	konseGiRa	217
conseguirán	konseGiRan	71
conseguirás	konseGiRas	271
conseguiré	konseGiRe	713
conseguiréis	konseGiReis	3
conseguiremos	konseGiRemos	357
conseguiría	konseGiRia	123
conseguiríamos	konseGiRiamos	29
conseguirían	konseGiRian	9
conseguirías	konseGiRias	54
conseguirla	konseGiRla	104
conseguirlas	konseGiRlas	40
conseguirle	konseGiRle	188
conseguirles	konseGiRles	41
conseguirlo	konseGiRlo	403
conseguirlos	konseGiRlos	41
conseguirme	konseGiRme	230
conseguírmela	konseGiRmela	2
conseguírmelo	konseGiRmelo	7
conseguirnos	konseGiRnos	48
conseguirse	konseGiRse	31
conseguírselos	konseGiRselos	2
conseguirte	konseGiRte	366
conseguírtela	konseGiRtela	4
conseguírtelo	konseGiRtelo	11
conseguís	konseGis	8
conseguiste	konseGiste	1500
consejera	konsexeRa	185
consejería	konsexeRia	4
consejero	konsexeRo	541
consejeros	konsexeRos	102
consejito	konsexito	20
consejo	konsexo	3213
consejos	konsexos	689
consenso	konsenso	61
consensuada	konsenswaDa	5
consensuado	konsenswaDo	3
consentí	konsenti	13
consentida	konsentiDa	38
consentidas	konsentiDas	2
consentido	konsentiDo	54
consentidos	konsentiDos	5
consentimiento	konsentimjento	278
consentimientos	konsentimjentos	4
consentir	konsentiR	43
consentirá	konsentiRa	5
consentiré	konsentiRe	16
consentiría	konsentiRia	5
consentirlo	konsentiRlo	10
consentirme	konsentiRme	4
consentirte	konsentiRte	3
consentís	konsentis	3
conserje	konseRxe	314
conserjería	konseRxeRia	17
conserjes	konseRxes	22
conserva	konseRBa	153
conservaba	konseRBaBa	6
conservaban	konseRBaBan	5
conservación	konseRBasjon	94
conservacionismo	konseRBasjonismo	4
conservada	konseRBaDa	10
conservado	konseRBaDo	56
conservador	konseRBaDoR	129
conservadora	konseRBaDoRa	63
conservadoras	konseRBaDoRas	11
conservadores	konseRBaDoRes	76
conservados	konseRBaDos	8
conservadurismo	konseRBaDuRismo	3
consérvala	konseRBala	9
consérvalo	konseRBalo	26
conservamos	konseRBamos	24
conservan	konseRBan	43
conservando	konseRBando	28
conservante	konseRBante	4
conservantes	konseRBantes	8
conservar	konseRBaR	440
conservara	konseRBaRa	5
conservará	konseRBaRa	16
conservarán	konseRBaRan	6
conservaras	konseRBaRas	4
conservarás	konseRBaRas	21
conservaré	konseRBaRe	26
conservaremos	konseRBaRemos	8
conservaría	konseRBaRia	11
conservarla	konseRBaRla	27
conservarlas	konseRBaRlas	10
conservarlo	konseRBaRlo	54
conservarlos	konseRBaRlos	9
conservarme	konseRBaRme	3
conservaron	konseRBaRon	11
conservarte	konseRBaRte	3
conservas	konseRBas	77
conservaste	konseRBaste	14
conservatorio	konseRBatoRjo	48
conserve	konseRBe	51
conservé	konseRBe	24
conservemos	konseRBemos	23
conserven	konseRBen	30
conserves	konseRBes	28
conservo	konseRBo	53
conservó	konseRBo	30
considera	konsiDeRa	665
consideraba	konsiDeRaBa	126
considerábamos	konsiDeRaBamos	9
consideraban	konsiDeRaBan	53
considerabas	konsiDeRaBas	10
considerable	konsiDeRaBle	166
considerablemente	konsiDeRaBlemente	54
considerables	konsiDeRaBles	31
consideración	konsiDeRasjon	214
consideraciones	konsiDeRasjones	22
considerada	konsiDeRaDa	152
consideradas	konsiDeRaDas	36
consideradlo	konsiDeRadlo	2
considerado	konsiDeRaDo	732
considerados	konsiDeRaDos	77
considérala	konsiDeRala	11
considéralas	konsiDeRalas	4
considéralo	konsiDeRalo	176
considérame	konsiDeRame	38
consideramos	konsiDeRamos	130
consideran	konsiDeRan	207
considerando	konsiDeRando	877
considerándolo	konsiDeRandolo	26
considerándome	konsiDeRandome	8
considerándose	konsiDeRandose	2
considerándote	konsiDeRandote	4
considéranos	konsiDeRanos	7
considerar	konsiDeRaR	687
considerara	konsiDeRaRa	29
considerará	konsiDeRaRa	39
consideráramos	konsiDeRaRamos	3
consideraran	konsiDeRaRan	9
considerarán	konsiDeRaRan	21
consideraras	konsiDeRaRas	10
considerarás	konsiDeRaRas	6
consideraré	konsiDeRaRe	94
consideraremos	konsiDeRaRemos	26
consideraría	konsiDeRaRia	131
consideraríamos	konsiDeRaRiamos	7
considerarían	konsiDeRaRian	24
considerarías	konsiDeRaRias	45
considerarla	konsiDeRaRla	16
considerarlas	konsiDeRaRlas	4
considerarle	konsiDeRaRle	2
considerarlo	konsiDeRaRlo	148
considerarlos	konsiDeRaRlos	5
considerarme	konsiDeRaRme	28
considerarnos	konsiDeRaRnos	13
consideraron	konsiDeRaRon	45
considerarse	konsiDeRaRse	58
considerarte	konsiDeRaRte	23
consideras	konsiDeRas	177
considerase	konsiDeRase	3
consideraste	konsiDeRaste	52
considérate	konsiDeRate	56
considere	konsiDeRe	195
consideré	konsiDeRe	128
considérela	konsiDeRela	4
considérelo	konsiDeRelo	31
considéreme	konsiDeReme	12
consideremos	konsiDeRemos	43
considerémosla	konsiDeRemosla	2
considerémoslo	konsiDeRemoslo	5
consideren	konsiDeRen	76
considérenla	konsiDeRenla	5
considérenlo	konsiDeRenlo	18
considérenlos	konsiDeRenlos	2
considérense	konsiDeRense	21
consideres	konsiDeRes	72
considérese	konsiDeRese	20
considero	konsiDeRo	399
consideró	konsiDeRo	103
consienta	konsjenta	2
consientan	konsjentan	4
consientas	konsjentas	5
consiente	konsjente	27
consientes	konsjentes	10
consiento	konsjento	9
consiga	konsiGa	529
consígala	konsiGala	4
consígale	konsiGale	6
consígalo	konsiGalo	4
consígame	konsiGame	37
consigamos	konsiGamos	181
consigámosle	konsiGamosle	2
consigámoslo	konsiGamoslo	3
consigan	konsiGan	149
consíganle	konsiGanle	11
consíganlo	konsiGanlo	5
consíganlos	konsiGanlos	2
consíganme	konsiGanme	21
consíganos	konsiGanos	4
consíganse	konsiGanse	23
consigas	konsiGas	233
consígase	konsiGase	5
consigna	konsigna	24
consignación	konsignasjon	18
consignaciones	konsignasjones	4
consignamos	konsignamos	2
consignas	konsignas	11
consigo	konsiGo	1031
consigue	konsiGe	1228
consíguela	konsiGela	15
consíguelas	konsiGelas	7
consíguele	konsiGele	22
consíguelo	konsiGelo	30
consíguelos	konsiGelos	8
consígueme	konsiGeme	213
consíguemela	konsiGemela	3
consíguemelo	konsiGemelo	9
consiguen	konsiGen	248
consiguenos	konsiGenos	2
consíguenos	konsiGenos	23
consigues	konsiGes	519
consíguete	konsiGete	103
consíguetela	konsiGetela	2
consiguiendo	konsiGjendo	134
consiguiéndoles	konsiGjendoles	2
consiguiéndolo	konsiGjendolo	9
consiguiéndome	konsiGjendome	4
consiguiéndote	konsiGjendote	4
consiguiente	konsiGjente	71
consiguientes	konsiGjentes	3
consiguiera	konsiGjeRa	71
consiguiéramos	konsiGjeRamos	17
consiguieran	konsiGjeRan	13
consiguieras	konsiGjeRas	29
consiguieron	konsiGjeRon	279
consiguió	konsiGjo	1324
consintieron	konsintjeRon	3
consintió	konsintjo	7
consiste	konsiste	203
consisten	konsisten	8
consistencia	konsistensja	50
consistente	konsistente	99
consistentemente	konsistentemente	8
consistentes	konsistentes	26
consistía	konsistia	61
consistían	konsistian	9
consistiera	konsistjeRa	2
consistió	konsistjo	3
consistir	konsistiR	2
consistirán	konsistiRan	2
consola	konsola	68
consolaba	konsolaBa	10
consolación	konsolasjon	23
consolada	konsolaDa	3
consolado	konsolaDo	7
consolador	konsolaDoR	58
consoladores	konsolaDoRes	12
consolando	konsolando	15
consolándola	konsolandola	3
consolándolo	konsolandolo	4
consolándome	konsolandome	2
consolándose	konsolandose	2
consolándote	konsolandote	2
consolar	konsolaR	41
consolara	konsolaRa	10
consolará	konsolaRa	6
consolarás	konsolaRas	2
consolaría	konsolaRia	6
consolarla	konsolaRla	19
consolarlas	konsolaRlas	3
consolarle	konsolaRle	2
consolarlo	konsolaRlo	10
consolarlos	konsolaRlos	4
consolarme	konsolaRme	48
consolarnos	konsolaRnos	6
consolaron	konsolaRon	2
consolarse	konsolaRse	4
consolarte	konsolaRte	23
consolas	konsolas	8
consolaste	konsolaste	2
consolé	konsole	3
consolida	konsoliDa	3
consolidación	konsoliDasjon	8
consolidadas	konsoliDaDas	3
consolidado	konsoliDaDo	17
consolidados	konsoliDaDos	4
consolidamos	konsoliDamos	2
consolidando	konsoliDando	13
consolidar	konsoliDaR	27
consolidé	konsoliDe	2
consolidó	konsoliDo	4
consomé	konsome	12
consonancia	konsonansja	4
consonante	konsonante	5
consonantes	konsonantes	16
consorcio	konsoRsjo	65
consorte	konsoRte	23
conspira	konspiRa	11
conspiraba	konspiRaBa	4
conspiraban	konspiRaBan	5
conspiración	konspiRasjon	600
conspiraciones	konspiRasjones	70
conspirado	konspiRaDo	13
conspirador	konspiRaDoR	18
conspiradora	konspiRaDoRa	4
conspiradores	konspiRaDoRes	53
conspiramos	konspiRamos	6
conspiran	konspiRan	16
conspirando	konspiRando	57
conspirar	konspiRaR	41
conspirarían	konspiRaRian	2
conspiraron	konspiRaRon	22
conspiras	konspiRas	3
conspiraste	konspiRaste	11
conspirativa	konspiRatiBa	4
conspiratoria	konspiRatoRja	2
conspiratorias	konspiRatoRjas	4
conspire	konspiRe	2
